caseid,weight,fin_cf,rate_econ,have_house,thi_dis,edu,race,worse_fin_cf,higher_thi_dis
8905,32891.254,3,2,3,3,2,2,0,0
8906,14052.851,2,1,1,3,4,1,1,0
8907,30924.836,3,1,3,3,3,3,0,0
8908,45621.668,4,1,3,3,2,3,0,0
8909,21057.727,4,2,1,2,4,1,0,1
8910,16302.766,1,1,1,3,4,1,1,0
8911,16168.335,2,1,3,3,4,1,1,0
8912,19483.783,3,1,4,3,4,1,0,0
8913,87299.391,3,2,4,3,1,1,0,0
8914,7885.7158,4,3,3,3,4,1,0,0
8915,31689.74,3,1,2,3,2,1,0,0
8916,13009.226,2,1,2,3,4,1,1,0
8917,15297.014,3,1,1,3,3,1,0,0
8918,16849.199,3,3,2,3,4,1,0,0
8919,18393.447,2,2,2,3,3,1,1,0
8920,27871.445,2,2,3,3,2,3,1,0
8921,4664.5669,3,3,2,5,3,5,0,0
8922,25685.914,3,2,1,2,4,1,0,1
8923,12113.604,1,1,1,3,3,1,1,0
8924,35235.316,2,3,4,3,2,2,1,0
8925,17027.471,2,2,1,3,3,1,1,0
8926,17404.033,3,1,2,3,2,1,0,0
8927,8930.4961,2,1,2,4,4,1,1,0
8928,15280.206,3,1,2,3,2,1,0,0
8929,18499.309,3,2,2,2,3,3,0,1
8930,19689.164,2,1,1,2,3,1,1,1
8931,15923.669,3,2,2,2,2,1,0,1
8932,66763.727,2,1,1,3,2,3,1,0
8933,14861.757,4,3,2,3,2,1,0,0
8934,24347.811,3,2,1,1,3,1,0,1
8935,13205.773,2,2,1,2,3,1,1,1
8936,15882.463,2,2,1,2,4,1,1,1
8937,30547.111,2,1,3,3,4,1,1,0
8938,15644.491,2,1,1,2,4,1,1,1
8939,19582.994,3,2,3,2,3,1,0,1
8940,19031.531,1,1,1,3,2,1,1,0
8942,17987.635,2,1,2,3,3,3,1,0
8943,20056.158,2,1,2,2,2,1,1,1
8944,21295.379,5,4,4,3,3,3,0,0
8945,18977.537,2,2,4,3,4,3,1,0
8946,48834.309,4,3,2,3,1,3,0,0
8947,22438.355,3,3,2,1,4,3,0,1
8948,21238.813,3,2,3,3,2,2,0,0
8949,28714.027,3,2,2,3,4,4,0,0
8950,14429.285,3,3,1,3,4,2,0,0
8951,10929.827,1,2,3,1,3,1,1,1
8952,13090.769,3,1,2,3,4,1,0,0
8953,18018.959,4,3,2,5,2,1,0,0
8954,24542.85,2,1,3,2,3,2,1,1
8955,13374.158,3,2,2,1,3,1,0,1
8956,43781.227,3,2,1,3,3,1,0,0
8957,16465.77,5,2,3,3,2,1,0,0
8958,13183.911,4,3,2,2,4,3,0,1
8959,10151.149,3,2,2,3,4,1,0,0
8960,16486.754,2,1,1,2,3,3,1,1
8961,29802.941,3,2,3,1,1,1,0,1
8962,13205.773,2,3,2,2,3,1,1,1
8963,20472.328,3,1,1,3,2,1,0,0
8964,17144.305,4,3,3,3,3,1,0,0
8965,27832.473,5,4,1,2,2,2,0,1
8966,18999.906,3,1,1,3,4,2,0,0
8967,13577.597,3,2,3,3,3,1,0,0
8968,16524.17,3,3,2,2,3,1,0,1
8969,8476.6592,3,2,1,2,4,1,0,1
8970,50183.688,3,2,1,3,1,3,0,0
8971,16580.5,4,2,3,2,4,1,0,1
8972,42295.805,3,1,2,5,2,3,0,0
8973,16705.389,3,2,1,3,3,1,0,0
8974,13855.225,2,2,2,3,3,1,1,0
8975,19493.889,3,3,1,2,4,1,0,1
8976,20272.465,4,2,3,4,2,2,0,0
8977,8930.8447,3,3,2,3,4,1,0,0
8978,11627.482,2,2,3,3,4,1,1,0
8979,14104.097,2,1,3,2,3,1,1,1
8980,59621.684,1,1,1,1,1,3,1,1
8981,24357.133,5,3,1,3,3,1,0,0
8982,14747.25,3,3,1,2,4,3,0,1
8983,23922.635,3,1,1,3,4,1,0,0
8984,30065.248,4,2,3,1,2,2,0,1
8985,21037.947,2,1,3,3,3,1,1,0
8986,15472.874,4,3,2,1,4,1,0,1
8987,10398.351,1,1,1,3,4,1,1,0
8988,15530.959,2,1,1,3,3,1,1,0
8989,14140.936,3,3,2,3,4,1,0,0
8990,24037.744,3,1,1,1,3,1,0,1
8991,22146.035,2,1,1,2,4,1,1,1
8992,39807.289,1,2,4,3,2,1,1,0
8993,32526.514,3,2,1,1,1,2,0,1
8994,23712.514,4,2,3,3,4,3,0,0
8995,17715.742,3,2,1,3,4,1,0,0
8996,15238.021,3,1,3,4,2,2,0,0
8997,18197.301,2,2,1,3,4,1,1,0
8998,33697.531,3,2,3,1,4,2,0,1
8999,15216.283,4,3,1,2,3,3,0,1
9000,22146.035,2,3,1,2,4,1,1,1
9001,30637.404,4,1,3,3,2,1,0,0
9002,10376.663,3,3,1,4,4,2,0,0
9003,22269.068,5,1,3,1,4,1,0,1
9004,20047.836,1,1,3,3,3,2,1,0
9005,20850.799,3,1,3,1,4,1,0,1
9007,19454.178,2,2,1,2,2,1,1,1
9008,13900.407,4,3,1,2,4,1,0,1
9009,27503.537,4,3,1,2,3,3,0,1
9010,10857.74,4,2,2,2,4,1,0,1
9011,22158.154,3,3,2,2,2,1,0,1
9012,27081.77,5,1,1,3,3,1,0,0
9013,7885.7158,2,1,1,1,4,1,1,1
9014,14379.058,4,3,1,2,3,2,0,1
9015,88732.648,2,2,3,3,2,4,1,0
9016,20481.783,2,1,3,2,4,1,1,1
9017,16609.691,2,3,3,3,2,1,1,0
9018,25402.723,3,1,1,2,3,1,0,1
9019,21515.83,4,3,1,2,4,1,0,1
9020,30242.627,3,1,1,3,3,1,0,0
9021,21178.885,3,2,2,2,2,3,0,1
9022,10965.495,2,3,2,3,4,1,1,0
9023,25332.766,2,2,1,1,3,1,1,1
9024,15161.036,3,1,1,4,3,1,0,0
9025,17709.365,4,2,3,3,2,2,0,0
9026,24234.76,3,1,4,1,1,1,0,1
9027,8454.9727,3,2,2,3,4,5,0,0
9028,12953.565,3,3,1,3,3,1,0,0
9029,33697.531,3,1,4,2,4,2,0,1
9030,12126.028,3,2,3,3,4,3,0,0
9031,27540.24,2,2,1,2,3,3,1,1
9032,28993.613,4,1,3,2,4,1,0,1
9033,16302.766,2,2,1,3,4,1,1,0
9034,10045.981,2,2,3,2,3,5,1,1
9035,15321.62,3,1,1,3,4,1,0,0
9036,32228.24,3,2,2,3,2,3,0,0
9037,13575.386,3,2,4,3,2,1,0,0
9038,28383.135,3,3,1,3,2,1,0,0
9039,36918.516,4,1,4,2,3,3,0,1
9040,21793.367,2,3,1,1,4,1,1,1
9041,21515.313,2,1,1,3,2,1,1,0
9042,17530.783,2,2,2,3,2,1,1,0
9043,29849.197,3,1,4,3,1,1,0,0
9044,19879.457,2,2,3,3,4,1,1,0
9045,4137.8306,3,3,4,2,4,5,0,1
9046,28104.223,2,1,1,3,2,1,1,0
9047,20850.799,3,2,1,2,4,1,0,1
9048,11773.241,2,1,1,2,3,1,1,1
9049,24619.387,2,2,2,3,2,1,1,0
9050,35176.285,4,2,3,3,3,3,0,0
9051,30702.656,1,1,1,3,3,1,1,0
9052,39100.918,1,1,3,5,1,3,1,0
9053,10965.495,3,2,1,3,4,1,0,0
9054,13623.975,2,1,2,2,4,3,1,1
9055,8476.6592,2,1,1,3,4,1,1,0
9056,28231.113,2,2,4,3,3,1,1,0
9057,33949.859,1,1,4,1,3,1,1,1
9058,17029.209,3,4,3,2,4,3,0,1
9059,20271.152,2,2,2,3,2,1,1,0
9060,12411.014,2,1,1,3,3,1,1,0
9061,25821.461,3,1,2,3,2,1,0,0
9062,23983,2,2,2,3,3,1,1,0
9063,25722.826,1,1,1,3,3,1,1,0
9064,19117.951,1,1,4,2,3,1,1,1
9065,19493.889,3,2,1,2,4,1,0,1
9066,21057.727,2,2,2,3,4,1,1,0
9067,30534.244,3,2,1,3,3,1,0,0
9068,40839.012,3,2,3,3,1,3,0,0
9069,21486.047,3,1,2,3,3,1,0,0
9070,22659.063,1,2,1,3,3,3,1,0
9071,36123.895,2,1,4,3,3,1,1,0
9072,20893.535,4,1,3,2,4,2,0,1
9073,29449.863,5,2,2,3,3,3,0,0
9074,34063.391,3,2,4,3,1,1,0,0
9075,23060.057,4,2,3,1,3,1,0,1
9076,24562.523,3,2,2,3,4,4,0,0
9077,16183.575,2,1,2,1,2,1,1,1
9078,16705.389,3,1,1,2,3,1,0,1
9079,3666.6387,2,1,1,3,4,5,1,0
9080,15650.322,3,1,3,1,3,1,0,1
9081,23402.947,3,1,1,3,3,2,0,0
9082,29364.816,3,2,3,2,2,3,0,1
9083,16361.793,3,2,1,2,3,1,0,1
9084,14447.06,3,2,1,3,3,1,0,0
9085,14001.978,2,2,1,3,4,1,1,0
9086,32891.254,3,1,3,3,2,2,0,0
9087,18415.605,2,2,1,3,4,1,1,0
9088,11571.924,2,2,4,3,2,5,1,0
9089,9019.4756,4,3,3,3,4,1,0,0
9090,21530.236,3,2,2,1,2,1,0,1
9091,6780.6479,4,3,2,1,4,5,0,1
9092,30078.135,2,2,4,2,2,1,1,1
9093,17924.643,2,2,1,3,4,1,1,0
9094,21744.811,4,3,1,1,4,3,0,1
9095,16258.698,3,2,2,3,2,1,0,0
9096,25848.299,2,1,2,2,3,3,1,1
9097,18166.146,3,1,2,3,3,3,0,0
9098,10443.014,2,2,3,3,2,1,1,0
9099,16383.18,3,2,1,2,4,1,0,1
9100,34478.707,3,3,4,3,1,1,0,0
9101,18197.301,1,1,1,3,4,1,1,0
9102,15116.407,3,2,2,3,4,1,0,0
9103,20929.551,3,2,2,2,2,1,0,1
9104,14861.757,3,1,3,3,2,1,0,0
9105,30420.811,3,1,4,3,3,1,0,0
9106,20531.291,2,2,1,2,3,3,1,1
9107,27503.537,2,1,2,3,3,3,1,0
9108,28071.471,4,3,3,3,3,2,0,0
9109,13445.062,3,1,3,3,4,1,0,0
9110,21793.367,3,2,2,2,4,1,0,1
9111,31878.633,3,2,1,5,2,3,0,0
9112,23074.523,3,1,4,2,2,2,0,1
9113,16745.049,4,2,1,3,4,1,0,0
9114,17270.182,3,1,3,3,2,1,0,0
9115,16899.523,4,3,1,3,4,1,0,0
9116,23446.895,4,1,1,3,4,3,0,0
9117,21793.367,3,3,2,3,4,1,0,0
9118,16142.563,3,1,2,3,4,1,0,0
9119,11528.049,3,3,2,3,3,1,0,0
9120,25923.4,4,2,4,4,3,2,0,0
9121,30850.266,3,1,1,2,4,1,0,1
9122,18964.344,2,1,1,3,4,1,1,0
9123,34478.707,2,2,1,3,1,1,1,0
9124,14565.413,3,1,3,1,3,1,0,1
9125,14146.183,3,2,1,3,3,1,0,0
9126,13859.721,4,2,1,3,4,3,0,0
9127,14140.936,2,1,1,3,4,1,1,0
9128,21030.105,4,3,3,3,2,2,0,0
9129,22386.393,2,1,1,3,2,1,1,0
9130,9250.8477,4,1,2,3,4,5,0,0
9131,21057.727,3,3,1,2,4,1,0,1
9132,21037.947,4,2,3,3,3,1,0,0
9133,20699.957,2,2,1,3,2,1,1,0
9134,20900.838,4,2,3,2,3,3,0,1
9135,15097.651,3,2,3,2,3,1,0,1
9136,14140.936,3,2,2,2,4,1,0,1
9137,28993.613,3,1,1,1,4,1,0,1
9138,11881.049,3,3,1,3,4,1,0,0
9139,25325.701,2,1,1,1,3,1,1,1
9140,25328.404,1,2,1,2,2,5,1,1
9141,20450.977,3,1,2,1,3,1,0,1
9142,15799.481,1,1,1,3,3,1,1,0
9143,20411.42,2,2,3,3,2,1,1,0
9144,18038.762,2,2,3,3,3,1,1,0
9145,13289.896,2,2,1,2,4,1,1,1
9146,23922.635,1,1,1,3,4,1,1,0
9148,12233.822,2,1,1,2,3,1,1,1
9149,16881.754,5,3,2,3,4,2,0,0
9150,19917.973,4,2,1,2,4,1,0,1
9151,26076.629,3,2,1,1,4,1,0,1
9152,30324.563,3,1,2,3,1,1,0,0
9153,21722.529,1,1,1,3,3,1,1,0
9154,21960.609,3,3,1,1,4,3,0,1
9155,21579.211,3,2,2,3,4,1,0,0
9156,29421.098,3,1,4,3,3,1,0,0
9157,25722.826,2,2,1,3,3,1,1,0
9158,11493.752,3,2,2,3,3,1,0,0
9159,9598.5527,3,2,3,3,4,5,0,0
9160,17530.783,3,2,1,3,2,1,0,0
9161,24709.629,4,2,3,3,2,2,0,0
9162,25043.414,3,1,1,3,3,1,0,0
9163,16142.563,3,3,1,2,4,1,0,1
9164,16142.563,2,1,1,4,4,1,1,0
9165,27339.264,2,1,2,3,4,4,1,0
9166,44045.926,2,2,4,2,2,3,1,1
9167,15973.375,2,1,1,3,3,1,1,0
9168,10047.66,2,1,4,3,4,1,1,0
9169,7411.1318,3,2,2,1,4,1,0,1
9170,16733.457,2,2,2,1,4,1,1,1
9171,21452.459,3,2,2,3,2,1,0,0
9172,15088.282,3,1,1,3,2,2,0,0
9173,23540.223,2,2,1,2,4,4,1,1
9174,16142.563,2,1,2,3,4,1,1,0
9175,67417.469,3,2,4,3,2,1,0,0
9176,27473.832,3,2,1,3,4,1,0,0
9177,37119.875,2,2,2,3,2,1,1,0
9178,18951.963,2,2,1,3,2,1,1,0
9179,34803.457,1,1,1,5,2,1,1,0
9180,17523.563,2,1,2,3,4,1,1,0
9181,35298.215,1,1,4,3,4,1,1,0
9182,10512.388,4,3,1,3,4,1,0,0
9183,13183.911,2,1,1,3,4,3,1,0
9184,39807.289,3,3,4,2,2,1,0,1
9185,34107.633,3,2,1,3,1,1,0,0
9186,30450.281,3,2,4,3,2,1,0,0
9187,14037.932,3,1,1,4,3,5,0,0
9188,18118.42,3,1,1,3,3,2,0,0
9189,36280.707,3,2,2,2,1,3,0,1
9190,18932.197,2,2,1,3,3,1,1,0
9191,67485.633,3,2,4,3,2,2,0,0
9192,27029.428,3,1,4,3,3,1,0,0
9193,22900.543,3,2,1,5,2,2,0,0
9194,19419.75,3,2,1,3,3,1,0,0
9195,18964.344,3,1,3,2,4,1,0,1
9196,23284.855,4,2,3,2,4,1,0,1
9197,21306.266,4,2,1,3,2,1,0,0
9198,22737.604,4,2,3,3,4,1,0,0
9199,12381.37,4,1,2,3,4,1,0,0
9200,37226.023,4,2,3,3,2,1,0,0
9201,29150.803,3,1,3,3,4,4,0,0
9202,12517.644,3,3,2,1,4,1,0,1
9203,20768.08,3,2,3,3,3,2,0,0
9204,23188.197,3,2,1,2,2,1,0,1
9205,23271.344,3,2,1,3,4,4,0,0
9206,18921.424,2,3,3,5,2,1,1,0
9207,16647.873,2,2,1,3,3,1,1,0
9208,21304.402,2,1,1,3,4,1,1,0
9209,18895.58,2,2,1,3,2,1,1,0
9210,28860.602,2,1,1,2,3,2,1,1
9211,20638.961,1,1,4,1,4,3,1,1
9212,22268.467,3,2,4,2,3,1,0,1
9213,33657.133,1,1,3,2,2,1,1,1
9214,59621.684,2,1,3,3,1,3,1,0
9215,15966.827,2,1,1,3,4,1,1,0
9216,32538.311,4,1,4,2,3,1,0,1
9217,10982.459,3,2,4,2,4,5,0,1
9218,55294.766,4,2,2,3,3,4,0,0
9219,19612.475,1,1,2,3,3,1,1,0
9220,9145.3975,3,2,4,2,3,5,0,1
9221,35867.938,3,1,3,2,3,3,0,1
9222,24760.41,2,3,1,3,3,2,1,0
9223,41797.598,4,1,1,1,4,4,0,1
9224,19571.916,2,2,1,5,3,2,1,0
9225,12641.871,3,3,1,2,4,1,0,1
9226,23972.566,2,1,3,3,4,3,1,0
9227,16302.766,2,2,2,3,4,1,1,0
9228,14152.919,2,1,3,2,2,1,1,1
9229,30366.68,1,1,3,2,3,3,1,1
9230,21515.83,3,2,2,3,4,1,0,0
9231,21555.621,3,2,1,5,4,1,0,0
9232,12233.822,2,2,2,2,3,1,1,1
9233,19790.416,2,2,1,2,4,1,1,1
9234,16142.563,2,1,1,3,4,1,1,0
9235,35484.867,2,2,3,3,2,3,1,0
9236,23413.66,3,2,2,3,3,1,0,0
9237,16302.766,2,2,1,3,4,1,1,0
9238,10409.086,2,1,1,2,4,1,1,1
9239,16302.766,4,2,2,3,4,1,0,0
9240,16302.766,3,2,1,3,4,1,0,0
9241,68367.555,5,4,4,3,1,1,0,0
9242,30998.709,2,3,1,2,3,1,1,1
9244,30883.549,2,3,4,2,3,1,1,1
9245,21876.793,3,2,3,3,3,1,0,0
9246,12153.106,2,1,2,2,4,1,1,1
9247,31813.832,2,1,3,1,2,3,1,1
9248,31005.287,2,1,3,3,3,5,1,0
9249,3745.7095,2,2,1,3,4,5,1,0
9250,21295.379,2,1,1,3,3,3,1,0
9251,25685.914,4,2,2,3,4,1,0,0
9252,26076.629,1,1,2,3,4,1,1,0
9253,21057.727,4,2,1,3,4,1,0,0
9254,25685.914,5,3,1,5,4,1,0,0
9255,23676.072,2,1,2,2,2,1,1,1
9256,16633.734,4,2,2,2,2,1,0,1
9257,15092.051,4,3,1,2,4,1,0,1
9258,13849.545,3,2,1,2,4,1,0,1
9259,19582.994,3,2,3,3,3,1,0,0
9260,74710.664,3,3,1,3,2,2,0,0
9261,19790.416,4,2,1,3,4,1,0,0
9262,35917.691,2,2,1,3,3,1,1,0
9263,28360.09,5,2,4,1,3,2,0,1
9264,18155.967,3,2,1,3,3,1,0,0
9265,18528.785,1,1,4,3,2,5,1,0
9266,16302.766,4,2,2,3,4,1,0,0
9267,15848.012,3,3,1,1,3,2,0,1
9268,24414.672,4,1,4,3,3,1,0,0
9269,20617.813,3,3,2,2,3,1,0,1
9270,15858.269,4,2,1,3,3,1,0,0
9271,14428.018,4,4,2,1,2,1,0,1
9272,67417.469,3,3,3,3,2,1,0,0
9273,41673.602,2,1,3,3,2,3,1,0
9274,13110.32,2,2,2,3,2,1,1,0
9275,13090.769,2,2,2,2,4,1,1,1
9276,15116.407,3,2,1,3,4,1,0,0
9277,27052.039,3,3,1,3,2,1,0,0
9278,31995.572,3,2,1,3,3,1,0,0
9279,18393.447,3,1,1,5,3,1,0,0
9280,27371.768,2,2,3,3,4,1,1,0
9281,15092.051,4,2,2,3,4,1,0,0
9282,19917.973,3,3,1,3,4,1,0,0
9283,30850.266,3,1,1,2,4,1,0,1
9284,28651.277,2,2,3,3,2,1,1,0
9285,39454.273,3,2,1,3,2,3,0,0
9286,28249.691,4,3,4,3,3,3,0,0
9287,19284.402,3,2,2,3,2,1,0,0
9288,42578.152,2,1,4,3,2,1,1,0
9289,17173.871,4,3,2,5,4,2,0,0
9290,27473.832,3,2,2,3,4,1,0,0
9291,27746.488,3,2,1,2,4,1,0,1
9292,21555.621,3,2,1,2,4,1,0,1
9293,10151.149,1,2,1,3,4,1,1,0
9294,32891.254,2,1,3,3,2,2,1,0
9295,17668.77,1,1,3,3,2,1,1,0
9296,36602.457,1,1,1,3,2,1,1,0
9297,15097.651,2,2,1,3,3,1,1,0
9298,41797.598,2,2,1,1,4,4,1,1
9299,20450.977,1,1,2,2,3,1,1,1
9300,24071.246,4,1,3,3,2,1,0,0
9301,26076.629,3,3,1,2,4,1,0,1
9302,65044.418,3,2,1,3,1,2,0,0
9303,21673.025,2,2,1,3,2,1,1,0
9304,20587.674,2,1,3,3,3,3,1,0
9305,39230.215,3,2,4,3,3,1,0,0
9306,20411.42,2,1,2,3,2,1,1,0
9307,21037.947,2,2,1,3,3,1,1,0
9308,19799.367,1,1,1,1,4,2,1,1
9310,28559.191,3,2,1,2,4,1,0,1
9311,19978.813,2,1,3,3,3,2,1,0
9312,19493.889,5,4,1,2,4,1,0,1
9313,36936.91,3,3,2,1,2,3,0,1
9314,19493.889,3,3,1,3,4,1,0,0
9315,34803.457,3,2,1,3,2,1,0,0
9316,20656.102,2,2,3,3,4,1,1,0
9317,16302.766,3,2,1,3,4,1,0,0
9318,53727.355,5,3,4,5,2,2,0,0
9319,17924.643,2,2,3,2,4,1,1,1
9320,17697.471,3,1,1,2,4,1,0,1
9321,28098.313,4,3,1,3,3,2,0,0
9322,17203.701,4,2,3,2,4,1,0,1
9323,63290.285,3,2,3,3,1,1,0,0
9324,23677.578,1,1,1,3,3,1,1,0
9325,17290.445,1,1,1,3,2,1,1,0
9326,60554.355,2,2,2,2,1,1,1,1
9327,20043.893,2,1,1,3,3,3,1,0
9328,21279.854,2,2,3,1,4,1,1,1
9329,28559.191,5,3,2,3,4,1,0,0
9330,13009.226,3,2,1,2,4,1,0,1
9331,22213.684,5,2,3,3,3,2,0,0
9332,36618.566,2,1,1,2,2,1,1,1
9333,9236.1582,3,1,3,2,3,5,0,1
9334,17715.742,2,1,1,2,4,1,1,1
9335,33949.859,3,3,4,3,3,1,0,0
9336,10305.562,2,2,2,2,4,1,1,1
9337,27040.449,3,2,4,3,2,2,0,0
9338,36918.516,3,2,4,2,3,3,0,1
9339,37118.285,1,1,1,3,1,1,1,0
9340,43472.289,5,1,1,3,2,1,0,0
9341,44926.07,4,2,1,2,2,2,0,1
9342,12570.095,3,3,1,3,4,1,0,0
9343,22687.092,2,1,1,5,4,4,1,0
9344,16183.575,1,2,1,3,2,1,1,0
9345,18528.785,1,3,3,3,2,5,1,0
9346,20110.518,3,2,1,3,4,1,0,0
9347,23116.637,3,1,1,3,2,1,0,0
9348,16639.242,2,1,1,3,2,1,1,0
9349,15092.051,1,1,1,3,4,1,1,0
9350,43125.234,4,2,4,2,3,1,0,1
9351,24620.109,2,1,4,1,2,1,1,1
9352,17842.383,2,1,2,3,3,1,1,0
9353,25685.914,3,2,1,3,4,1,0,0
9354,13298.692,2,1,1,3,4,1,1,0
9355,17924.643,3,1,4,3,4,1,0,0
9356,27029.389,3,2,1,3,2,1,0,0
9357,26613.223,4,2,1,3,2,1,0,0
9358,37307.379,5,1,3,5,2,2,0,0
9359,17924.643,2,2,3,2,4,1,1,1
9360,6185.166,3,2,3,3,4,5,0,0
9361,13207.111,2,1,2,3,4,1,1,0
9362,10870.799,2,1,1,3,4,1,1,0
9363,32311.26,3,2,3,2,3,3,0,1
9364,15550.253,2,2,1,3,4,1,1,0
9365,29378.852,3,1,1,3,4,1,0,0
9366,45590.746,3,2,4,2,2,3,0,1
9367,43567.301,3,1,1,3,2,2,0,0
9368,22959.26,2,2,1,1,4,4,1,1
9369,16146.287,3,2,3,3,2,1,0,0
9370,42377.34,3,2,4,3,3,1,0,0
9371,17891.557,2,3,1,2,4,1,1,1
9372,48210.574,3,1,2,4,1,3,0,0
9373,39999.727,3,1,1,2,4,4,0,1
9374,21793.367,2,2,1,1,4,1,1,1
9375,42671.207,2,1,2,3,2,2,1,0
9376,33114.762,4,1,3,1,2,2,0,1
9377,29858.973,3,1,4,3,2,1,0,0
9378,15321.62,3,3,1,3,4,1,0,0
9379,25247.262,2,2,3,3,3,2,1,0
9380,14104.097,4,1,1,1,3,1,0,1
9381,23769.811,2,2,3,3,3,1,1,0
9382,30924.836,5,2,3,1,3,3,0,1
9383,21654.154,2,1,1,3,3,1,1,0
9384,33584.078,2,1,4,3,3,3,1,0
9385,30850.266,3,2,1,3,4,1,0,0
9386,27174.738,3,1,1,3,4,1,0,0
9387,15346.347,5,1,1,2,4,1,0,1
9388,22087.861,4,2,1,2,4,4,0,1
9389,28383.135,2,2,1,3,2,1,1,0
9390,25740.248,2,2,3,3,3,1,1,0
9391,15321.62,1,1,1,5,4,1,1,0
9392,18273.215,1,1,2,3,2,1,1,0
9393,32668.75,2,1,1,3,3,1,1,0
9394,10184.08,2,1,1,5,4,1,1,0
9395,34032.031,2,1,3,3,2,3,1,0
9396,20001.814,3,3,2,3,3,3,0,0
9397,17753.326,1,1,2,5,1,1,1,0
9398,88732.648,3,1,1,2,1,3,0,1
9399,25011.566,4,1,1,3,2,1,0,0
9400,30883.549,3,1,4,3,3,1,0,0
9401,17173.871,2,2,1,5,4,2,1,0
9402,23736.996,2,2,3,2,4,3,1,1
9403,48947.859,2,2,3,3,3,4,1,0
9404,18964.344,4,1,3,1,4,1,0,1
9405,16749.951,2,1,1,3,4,1,1,0
9406,17125.471,1,1,1,2,3,3,1,1
9407,22986.965,3,2,1,3,4,1,0,0
9408,22076.523,2,1,4,5,3,3,1,0
9409,13289.896,3,2,2,2,4,1,0,1
9410,35332.863,3,2,3,3,2,1,0,0
9411,21268.666,3,1,1,3,3,1,0,0
9412,11703.031,3,2,1,2,4,1,0,1
9413,15092.051,2,2,2,2,4,1,1,1
9414,16412.047,4,2,3,3,4,3,0,0
9415,24112.074,1,1,1,3,2,1,1,0
9416,20489.625,2,2,1,2,4,1,1,1
9417,21951.52,4,1,1,3,4,3,0,0
9418,12411.014,2,1,3,3,3,1,1,0
9419,15066.758,3,1,3,4,3,3,0,0
9420,33697.531,1,1,3,1,4,2,1,1
9421,16814.793,3,2,1,2,4,1,0,1
9422,19843.193,2,3,1,3,3,1,1,0
9423,17215.234,3,2,2,3,2,1,0,0
9424,30433.607,2,1,4,5,1,3,1,0
9425,26726.654,3,1,1,3,3,1,0,0
9426,12641.871,1,1,1,1,4,1,1,1
9427,24414.672,2,2,3,3,3,1,1,0
9428,17291.416,5,2,3,3,4,3,0,0
9429,88732.648,3,3,3,3,1,3,0,0
9430,16142.563,2,2,1,3,4,1,1,0
9431,15321.62,4,2,2,2,4,1,0,1
9432,7885.7158,2,1,2,3,4,1,1,0
9433,18499.309,2,2,2,2,3,3,1,1
9434,30998.709,3,1,1,3,3,1,0,0
9435,17697.471,3,3,1,3,4,1,0,0
9436,26933.756,4,2,3,3,4,4,0,0
9437,12069.828,2,1,1,4,4,2,1,0
9438,37592.434,3,2,1,3,4,4,0,0
9439,30924.836,3,2,3,3,3,3,0,0
9440,16389.93,2,1,1,4,2,1,1,0
9441,14421.6,3,1,3,3,2,5,0,0
9442,21037.947,2,2,3,3,3,1,1,0
9443,19497.338,3,3,1,2,4,3,0,1
9444,29451.197,3,3,3,3,2,3,0,0
9445,21178.566,3,2,1,3,3,3,0,0
9446,30420.811,3,2,4,3,3,1,0,0
9447,23769.811,3,1,2,3,3,1,0,0
9448,10649.333,3,3,2,1,3,1,0,1
9449,17523.563,2,2,1,2,4,1,1,1
9450,21883.508,3,3,1,3,4,1,0,0
9451,19493.889,4,2,1,3,4,1,0,0
9452,33010.004,3,1,4,3,3,2,0,0
9453,15321.62,3,2,2,2,4,1,0,1
9454,18695.73,2,2,1,3,4,1,1,0
9455,37230.898,3,2,1,1,2,3,0,1
9456,21057.727,2,4,1,3,4,1,1,0
9457,19493.889,2,2,2,2,4,1,1,1
9458,23060.057,2,2,3,3,3,1,1,0
9459,18215.834,3,1,1,3,4,1,0,0
9460,16168.614,2,2,1,3,4,1,1,0
9461,21369.193,4,2,1,4,4,1,0,0
9462,37230.137,3,3,4,2,1,1,0,1
9463,29627.463,2,1,1,3,2,1,1,0
9464,25325.701,4,1,2,3,3,1,0,0
9465,26326.199,3,2,4,2,3,1,0,1
9466,20893.535,3,1,2,1,4,2,0,1
9467,26324.525,3,1,2,3,2,1,0,0
9468,15321.62,2,2,1,3,4,1,1,0
9469,23065.793,4,1,3,3,3,2,0,0
9470,21156.236,1,3,3,1,3,1,1,1
9471,25590.492,2,1,3,1,4,1,1,1
9472,28939.457,4,2,1,3,2,2,0,0
9473,15097.651,3,2,2,3,3,1,0,0
9474,16745.049,2,4,3,1,4,1,1,1
9475,15092.051,4,3,1,2,4,1,0,1
9476,15978.559,3,2,1,3,4,3,0,0
9477,28530.139,3,1,1,1,4,4,0,1
9478,26076.629,2,2,2,3,4,1,1,0
9479,61480.141,3,1,3,2,3,4,0,1
9480,16183.575,2,1,1,2,2,1,1,1
9481,21983.541,3,2,1,2,3,1,0,1
9482,79863.82,2,2,3,3,2,5,1,0
9483,17272.078,4,1,3,3,2,1,0,0
9484,6122.2197,4,2,3,3,4,5,0,0
9485,13289.896,2,2,2,2,4,1,1,1
9486,18791.482,3,2,2,2,4,2,0,1
9488,24377.459,3,3,1,2,2,1,0,1
9489,19493.889,2,2,1,2,4,1,1,1
9490,9626.123,3,1,1,3,4,1,0,0
